"id";"review";"polarity";"aspect";"start_position";"end_position"
1694;"Primeiro ponto: A localização é muito boa, facilitando o acesso aos demais pontos da cidade Segundo ponto: A receptividade por parte dos funcionários também é boa Terceiro ponto: A estrutura do prédio é consideravelmente boa, um ponto negativo é em relação ao prédio ao lado, pois o mesmo transfere um mal cheiro no corredor para acesso aos quartos Quarto ponto: A internet poderia ser melhor, nem sempre consegui acesso.";-1;"internet";365;373
1695;"Quando chegamos ao quarto tivemos uma surpresa. Todo arrumado com pétalas e flores. Lindo! Tratamento impecável. Guarda chuvas na porta para os dias chuvosos. Quarto limpos, vista gostosa, banheiro limpo. Adoramos tudo.   A única coisa ruim é a internet! Muito lenta. Mas como nos ficávamos no hotel só para dormir, não fez muita falta.";-1;"internet";245;253
1696;"Hotel bem localizado, próximo a Times Square. Quarto grande e limpo, com roupas de cama razoáveis e toalhas de banho muito pequenas. Sentimos falta de um frigobar. No banheiro também não tinha box, e sim um plástico por fora da banheira que contribuía para molhar todo o banheiro. O Café da manhã salvou o hotel no meu ponto de vista, pois era muito bom, considerando o padrão americano. Equipe do hotel não poderia ser mais antipática.";0;"hotel";0;5
1697;"Muito bem localizado com pessoal de recepção bem prestativo. duas pessoas falam o portugues e são otimos. Fiquei muito impressionado com a presteza de Ricardo na recepção. Fica praticamente a 100 metros de ponto de metrô. Achei falho o serviço de quarto. duas vezes esquerceram de abastecer meu frigobar. A suite que fiquei cabe muito bem para um casal e até dois filhos. tem uma porta de correr que separa os ambientes. Achei o café da manhã ruim para quem fica muito tempo como fiquei 09 dias.";-1;"serviço de quarto";236;253
1698;"Se você precisa de um lugar perto da rodoviária, para passar pouquíssimo tempo, ainda assim eu indicaria outro hotel. Óbvio que eu não esperava um 5 estrelas (pelo site e pelo preço da tarifa dá pra saber), mas mesmo assim achei que a estrutura seria melhor e que seria mais limpo.Quarto antigo, banheiro péssimo. Eu acho que os únicos pontos positivos foram a proximidade com a rodoviária e um bom atendimento na recepção.";0;"rodoviária";37;47
1699;"Quando cheguei, fiquei encantada com o hotel, fachada bonita e iluminada, saguão grande e atendentes simpáticos, mas quando cheguei no quarto, começou a decepção... pequeno (quase um ovo), banheiro minúsculo (pessoas com mais de 1,80m de altura não consegue sentar no vaso e as toalhas tinham um cheiro totalmente desagradável. Vale a pena pela localização, metrô na porta, café da manhã bom e proximidade da Torre Eifel.";1;"café da manhã";374;387
1700;"O pagamento tem que ser na entrada, sem a possibilidade de parcelar, além disso na entrada não há rampa e nenhum funcionário se prontifica a te ajudar com as bagagens. No período que me hospedei ( 5 dias ) o WIFI não pegou em nenhum instante e o computador do hotel disponível para os hospedes estava cheio de vírus o que bloqueou minha conta no facebook. A limpeza, a localização e o café da manhã estavam ótimos, porém esse último começava apenas as 7, o que complica a vida de quem está na cidade a negocios ou para prestar vestibular A empresa de táxi demora demais para chegar no hotel e os funcionários não são capacitados para sugerir passeios turisticos. Não recomendo.";1;"localização";369;380
1701;"O atendimento é razoável, achei a estrutura um pouco ruim (as fotos do site enganam) e o ar condicionado quente não funcionava. Quanta ao serviço de lavanderia, achei meio desorganizado, pegaram minha toalha por engano para lavar, alegaram não ter como encontrá-la e me ofereceram uma do hotel... Pontos positivos: bem localizado, ótimo café da manhã, água quente no chuveiro (na pia, não), wi-fi no quarto e dava pra usar o telefone pra pedir delivery, sem pagar uma taxa muito cara.";0;"quarto";400;406
1702;"Hotel com excelente localização, quartos confortáveis com ar condicionado e TV a cabo, próximo a shoppings, centros comerciais e lojas de departamento. Bom atendimento. Café da manha pouco variado. Restaurante a la carte com pratos deliciosos.";0;"lojas";129;134
1703;"Café da manhã com preço acima da média, em relação aos outros hotéis da rede. Seria um preço justo, se oferecesse mais variedade. Os funcionários do restaurante não foram cortezes nem eficientes. Notei falta, ao me servir do café da manhã, de talheres, louças e água quente para um simples chá. No demais, gostei do atendimento dos funcionários da recepção, foram atenciosos e eficientes.";-1;"funcionários";133;145
1704;"É, como os bons hotéis provavelmente,o melhor hotel que fiquei em ny,na madison avenue em frente a igreja st patricks,atras da quinta avenida elegante, excelentes serviços, agradável café da manhã em uma ambiente lindo. Os preços embora elevados, estão nos padrões aceitáveis para a cidade. Os quartos sao lindos,muito confortaveis e espaçosos.";1;"quarto";294;300
1705;"O Trump International Las Vegas é o que há de mais luxuoso, acompanhado de excelentes acomodações e serviços.  O ponto alto vai para a suite, além de fornecer uma excelente vista da cidade é extremamente aconchegante, limpa e funcional. O banheiro é impecável, com uma ótima banheira e ótimo chuveiro. Ótima opção para casais e família que buscam fugir de hotéis com cassinos.";0;"cidade";182;188
1706;"Atendimento muito simpático na recepção e por todos os funcionários. Nos sentimos muito bem recebidos.  É bem localizado (perto de duas estações de metrô).   O quarto era pequeno, mas era bom (muito limpo e confortável). Ótimo chuveiro (apesar de pequeno).    Eles disponibilizam um notebook para acesso a internet no salão de entrada.    Ótimo café da manhã!";1;"atendimento";0;11
1707;"Muito bom hotel, mesmo sendo simples é super bem localizado, perto da Times Square, da Broadway, estações do metrô, Coffee etc. Quarto pequeno, mas muito limpo. Cama confortável, o hotel possui um restaurante bem legal e um bar bem badalado com drinks maravilhosos. As atendentes do Hotel são maravilhosas, super simpáticas e eficientes.";1;"hotel";10;15
1708;"O Hotel All Seasons Bercy foi uma agradável supresa. Os funcionários super atenciosos, hotel com área para crianças, bom cafe da manha, incluso na diária e localizado em bairro muito agradável apesar de um pouco mais distante das atrações turísticas mais famosas como Torre, Museu do Louvre e Arco do Triunfo. Eu recomendo e gostei muito da opção.";1;"funcionários";56;68
1709;"Ficamos hospedamos 4 dias, o hotel é muito bem conservado, possui uma excelente localização, preço muito bom, amplo estacionamento, quarto super amplo e cama confortável. Falta uma reforma nas piscinas, mas mesmo assim são bem agradáveis. O único ponto a desejar foi no primeiro dia que o quarto estava apenas com uma agua e aberta. Recomendado!";1;"preço";93;98
1710;"Nada a reclamar. Quarto amplo, limpo e bem equipado. Pedi um andar alto e fui atendido. Possuem wifi gratuita e são disponibilizados computadores no lobby do hotel. A equipe é um pouco impessoal, mas bem solícita e educada. O hotel recebeu e armazenou várias compras que fiz no Amazon e não cobrou qualquer taxa. A localização também é excelente, próximo à Times Square.";1;"quarto";17;23
1711;"O Distrik é um ótimo hotel. Equipe atenciosa no check in. Pedimos quarto em andar alto e silencioso e fomos atendidos, perdemos uma das chaves e foi reposta sem problemas. Pedimos late checkout e nos deram. A unica coisa que pode melhorar é a reposição do café da manhã no horário de rush. Mas é um ótimo hotel em NYC.";1;"hotel";21;26
1712;"Excelente serviço, muita simpatia e disponibilidade do staff. Quartos muito limpos e em excelentes condições, embora pequenos mas o normal para Paris. Já é a nossa segunda vez na cidade luz e a nossa escolha recai sempre neste hotel. Qualidade/preço/localização (principalmente para quem saí em port-mailot ), plenamente justificada.";1;"localização";250;261
1713;"Excelente hotel, sem cassino e aquela confusao dos outros hoteis , mas perto de tudo, em frente ao shopping, com servico de transfer para o cesar e o wynn. Check inn e checkout rapidos, equipe atenciosa, fantastico.  Meu unico porem e o chuveiro do banheiro que nao e tao bom, para um banheiro maravilhoso como aquele com jacuzi e televisao o chuveiro poderia ser melhor.";-1;"chuveiro";237;245
1714;"Muito bem localizado, junto à estação de Nation que tem ligação para todos os locais de interesse da cidade de Paris.    Funcionários muito simpáticos, falam inglês e dão óptimas dicas sobre a melhor forma de ter umas boas férias em Paris.    Muito limpo: os funcionários são muito interessados no bem estar dos hóspedes. Independentemente da hora a que saiamos do quarto quando voltávamos ele estava limpo e com as toalhas mudadas.";1;"funcionários";121;133
1715;"Para quem quer ficar no centro de Porto Alegre é uma opção. Seria recomendado para quem vai a trabalho e precisa se locomover facilmente pelo centro. Fiquei apenas uma noite por estar de passagem. Não volto.Detestei o quarto. O box... tão pequeno q para mudar de idéia vc precisa sair fora dele. Se abrir muito os braços bate os cotovelos na parede e vidro do box. O chuveiro então. Horrível. Ainda por cima, o escoamento da água é péssimo. Enqto vc toma banho ele enche e a água demora sair. O ar condicionado fica encarregado da trilha sonora durante a noite. Para completar... enqto arrumávamos a bagagem para o check out, por volta de 10:30 da manhã, batem na porta. No mínimo estranho, já q não havíamos solicitado nenhum tipo de serviço de quarto. Era a camareira dizendo q precisava limpar. O serviço da recepção é rápido e o pessoal solícito. Café da manhã é bom.";-1;"chuveiro";367;375
1716;"Atendendo aos preços em Paris tenho que dizer que este hotel é muito bom. Excelente localização, com restaurantes, metro, supermercados perto. Perto do centro. Hotel tipico de Ibis, quartos pequenos mas confortaveis, a minha casa de banho é que ficava muito a desejar, velha e já com um estado de degradação acentuado. Internet gratuita, pequeno almoco caro. Pessoal bastante atencioso.";1;"localização";84;95
1717;"Ótima localização e serviço muito bom! Quarto pequeno, porém muito confortável! A academia do hotel possui aparelhos novos! Não conheci a piscina e nem o spa. O hotel é bem próximo da Times Square. O pessoal da recepção indica e chama taxi quando quiser, mesmo de madrugada, o que é muito melhor do que pegar qualquer um na rua.Resumindo...adorei! voltaria outras vezes! Recomendo!";1;"recepção";211;219
1718;"O hotel é bem localizado e seu staff é atencioso e prestativo. As instalações são muito apertadas e apresentam decoração antiquada e desgastada pelo tempo e pelo uso. A recepção é pequena e desconfortável. Nos quartos, mal há espaço para acomodar malas e objetos pessoais. O restaurante não oferece espaço para as pessoas circularem com conforto durante o café-da-manhã.";-1;"quarto";210;216
1719;"O hotel e bom, porém tem um inconveniente grave, poucos elevadores para muitos apartamentos... Resultado: vários minutos de expera para pegar um elevador...  A localização não me agradou, muito boca... Para ser honesto, descobri que a região próxima a Times Square e no geral ruim, ela vai graduativamente melhorando a medida que se aproxima do Central Park, este sim o melhor lugar de NY para ficar.";-1;"elevador";56;64
1720;"Apesar da ótima localização, o Express do Açores é péssimo. Não tem nenhuma condição de estar figurando em listas de hotéis disponíveis. A portaria é arrumadinha e os funcionários corteses, mas no elevador já dá pra sentir o drama. O quarto é velho e o banheiro um caso de saúde pública, já que no box o piso é um laminado plástico por cima do azulejo e super mofado por baixo, um chuveiro ruim e sem ventilação. O café é básico com Soborôs sortidos de ontem. Não gostamos e não recomendo pra ninguém.";-1;"chuveiro";381;389
1721;"Estive com meus filhos jovens por 5 semanas, os meninos estudando e eu uma mãe muito feliz! Gostei muito do serviço, os funcionários muito atenciosos, bom café da manhã, jantar de seg. a quinta de cortesia. Para quem quiser se sentir em casa, podendo preparar suas refeições, com serviço de lavanderia, office e Van transporte até Strip e mais...eu recomendo!";1;"café da manhã";155;168
1722;"Hotel Express Expressinho é um um bom lugar para fazer um pit stop e seguir viagem quando em Porto Alegre, preço justo para os serviços que oferece, além disso o hóspede pode contar com o serviço de transfer aeroporto/hotel/aeroporto, principalmente levando-se em consideração o preço do taxi.Um café da manhã digno. Toalhas e lençóis brancos, frigobar e ar condicionado nos quartos. Não tem elevador. Possui também serviço de quarto e comida é farta, indico o filé a parmegiana.";1;"toalha";317;323
1723;"Hotel super bem localizado, em uma região bem central e de alto nível!  O hotel é limpo, organizado e os funcionários são super amigáveis e prestativos!  O apartamento é pequeno porém bem confortável, roupas de cama de qualidade, climatização e banheiro funcionando perfeitamente! Televisão lcd com diversos canais e internet wifi disponível sem cobrança adicional. O quarto onde fiquei era bem silencioso (fundos).  Não contratei o café da manhã do hotel.";1;"televisão";281;290
1724;"Hotel muito antigo, no site é lindo, pessoalmente é horrível, cheira mofo, banheiro sujo, ar condicionado péssimo, café da manhã sem muitas opções, chuveiro demora a sair água quente, não tem indicação de quente/frio, tv de 14 antiga, internet nem sempre funciona e estacionamento caro, sendo que no site do reserva fácil não informa a cobrança. Ninguém ajuda a carregar as malas e, além do mais, quando buscam seu carro no estacionamento vem com cheiro de cigarro e com o ar condicionado e rádio ligados! Péssimo!!! Não me hospedo mais nesse hotel e nem recomendo!";-1;"tv";218;220
1725;"Ja estive em hotéis de luxo em Vegas como Bellagio e Wynn.  Desta vez, precisava de algo mais econômico e escolhi o Ballys pela localizaçao privilegiada.  Acho que foi uma boa escolha pois embora os móveis sejam antigos e o carpete um pouco gasto, o quarto era grande, as camas limpas e confortáveis e o chuveiro bom.  De bônus, ainda tinhamos uma vista linda pra Torre Eiffel e vista parcial pra fonte do Bellagio.  Se vc precisa economizar na hospedagem, escolha o Ballys!";-1;"carpete";224;231
1726;"Hotel Express Expressinho é um um bom lugar para fazer um pit stop e seguir viagem quando em Porto Alegre, preço justo para os serviços que oferece, além disso o hóspede pode contar com o serviço de transfer aeroporto/hotel/aeroporto, principalmente levando-se em consideração o preço do taxi.Um café da manhã digno. Toalhas e lençóis brancos, frigobar e ar condicionado nos quartos. Não tem elevador. Possui também serviço de quarto e comida é farta, indico o filé a parmegiana.";0;"serviço de quarto";416;433
1727;"Gostei do hotel, mas vou direto aos pontos negativos: o ar condicionado não funcionou. Pedi o reparo e não fui atendida. Além disso, a fila para o check-in foi vergonhosa, fiquei quase duas horas em pé. Tirando isso, achei o quarto maravilhoso (bonito e limpo) e a localização é incrível. Metrô na calçada do hotel e funcionários muito simpáticos. O preço é salgado, mas vale a pena. Eu recomendo!!!";1;"quarto";225;231
1728;"Estive com meus filhos jovens por 5 semanas, os meninos estudando e eu uma mãe muito feliz! Gostei muito do serviço, os funcionários muito atenciosos, bom café da manhã, jantar de seg. a quinta de cortesia. Para quem quiser se sentir em casa, podendo preparar suas refeições, com serviço de lavanderia, office e Van transporte até Strip e mais...eu recomendo!";1;"jantar";170;176
1729;"O Hotel Novanox é uma boa proposta de custo-benefício, por se tratar de um hotel 3 estrelas e nível de limpeza muito bom para os padrões franceses. A equipe da recepção é prestativa: nos ajudaram no deslocamento e boas dicas para passeios. A localização é boa, há uma estação de metrô próxima, a região é a da Torre de Montparnasse.";1;"recepção";160;168
1730;"Eu e meu esposo fomos a new york pela primeira vez em setembro deste ano e nao poderíamos ter escolhido melhor hotel para ficar. Gostamos de tudo e a equipe foi impecável . Nossos agradecimentos em especial aos concierges que nos ajudaram em tudo, especialmente pelo fato de nao dominarmos o inglês e tb aos recepcionistas, muito atenciosos e cordiais. Hotel nota 10!!!!!!!";1;"hotel";111;116
1731;"Recomendo muito o Hotel Ibis Tour Eiffel Cambronne!!! Fica a uns 10 min a pé da Torre Eiffel e 1 quadra do metro Cambrone!!! Excelente localização!! O quarto é bem limpo, o banheiro é ótimo para nenhum brasileiro ficar preocupado quanto ao banho, cama ótima e a comida do hotel também é boa: café da manhã e jantar que devem ser pagos a parte. Nada para reclamar! Fiu muito bem atendida e voltarei com certeza!";1;"quarto";151;157
1732;"O Hotel All Seasons Bercy foi uma agradável supresa. Os funcionários super atenciosos, hotel com área para crianças, bom cafe da manha, incluso na diária e localizado em bairro muito agradável apesar de um pouco mais distante das atrações turísticas mais famosas como Torre, Museu do Louvre e Arco do Triunfo. Eu recomendo e gostei muito da opção.";1;"museu";275;280
1733;"Estive por uma semana no hotel. A localização é excelente, além de ter um estação ao lado que, além do metrô, tem a linha RER B (direta ao aeroporto), está próxima a pontos importantes, como Louvre, Luxemburg, Notre Dame, etc.  Recepcionistas super educados e atenciosos.  O Hall do hotel é muito legal, o quarto é bem prático.";0;"hotel";25;30
1734;"Quando cheguei, fiquei encantada com o hotel, fachada bonita e iluminada, saguão grande e atendentes simpáticos, mas quando cheguei no quarto, começou a decepção... pequeno (quase um ovo), banheiro minúsculo (pessoas com mais de 1,80m de altura não consegue sentar no vaso e as toalhas tinham um cheiro totalmente desagradável. Vale a pena pela localização, metrô na porta, café da manhã bom e proximidade da Torre Eifel.";1;"localização";345;356
1735;"Hotel muito agradáve, próximo ao Arco do Triunfo e da parada do onibus do Air Franced bus,    Preco compatível com acomodacoes , quarto limpo e silecioso.    Recepcao muito atenciosa, falando em portugues..    Proximo a otima boulangerie onde tomamos café da manha. Bem perto da estacao de metro Argentina, linha 1 que da acesso facil aos pontos turísticos..";1;"quarto";129;135
1736;"Os pontos fortes são ótima localização e atendimento em português pela maioria dos recepcionista. O que desagradou foi o box do chuveiro que, no nosso quarto, era realmente muito pequeno e com cortinas de plástico, ao limite de tornar difícil um banho sem molhar todo o banheiro. Recomendo para brasileiros e sem dúvida retornaria pelas facilidades de locomoção e comunicação.";1;"atendimento";41;52
1737;"Ficamos num apartamento com 1 quarto, que na verdade era um Ap com dois quartos (2 TV), Wc e Kitchenet.  Muito pratico, cheio de utensilios, todos os necessarios, bem como cafe, chas, e afins para preparar um bom pequeno almoço.  Hotel bem decorado no interior, mas situado numa zona um pouco estranha, apesar de muito proxima do Centro e do Louvre, no 1er arrondissement.    Ficaria de novo.";1;"quarto";30;36
1738;"Hotel muito bom! A princípio nos disponibilizaram um apartamento no último andar com uma vista bonita, porém com um barulho insuportável no banheiro, ao lado de um electric closet, solicitamos a troca do apartamento e isso foi solucionado. Atendimento muito bom pela maioria dos funcionários. Café da manhã, bar e restaurante dividem um mesmo ambiente, às vezes o local fica tumultuado em virtude disso!  Room Tip: Evite apartamentos ao lado do electric closet, tinha um ruído horrível!!!";1;"atendimento";240;251
1739;"Hotel com dependenicas muito pequenas, quarto minúsculo. Tem a vantagem da localização em rua charmosa e muito proximo do Metro Place Rouge e a 20 minutos à pé da catedral Notre Dame.  O atendeimento foi muito cordial, inclusive com atendimento em espanhol o que nos ajudou muito. São bastante simpáticos. Valeu.";1;"rua";90;93
1740;"O único inconveniente é em relação ao check in só a partir das 16h,voce chega acabado da viagem e tem que esperar ate o horario. Mas bem localizado,próximo aos principais pontos turisticos. A cama e o quarto com um bom espaço.Limpeza e organização otimos. E fui muito bem atendida na recepção.]  recomendo!";1;"recepção";284;292
1741;"horel em reforma. quarto razoável ma so preco nao condis com o serviço prestado. nao fui avisado sobre taxa de garagem. 15 reais para guardar o carro. cafe da manha razoavel.ar condicionado miito barulhento";0;"serviço";63;70
1742;"Localização incrível. Estação do metrô na frente do hotel (mesmo), Monoprix, Mc Donalds, farmácia, cafés e restaurante muito perto. Andando 2 minutos você está na Rua do Comércio com muitas lojas como H&M, Zara, MAC e G.A.P. O quarto que fiquei estava super novinho.Chuveiro delicioso, tudo muito limpo e conservado. Os funcionários do Hotel muito prestativos e educados (vale lembrar aos brasileiros que os franceses não são tão simpáticos como nós). Passei quatro dias muito bem hospedada.";1;"lojas";190;195
1743;"Fiquei com minha filha 5 dias neste hotel, que é muito bem localizado, limpo, o atendimento do funcionários é muito bom. A principal vantagem que achamos é a localização, próximo de uma das estações do metro, facíl para se deslocar aos pontos turísiticos, com vários restaurantes próximos. Recomendo!";1;"funcionários";95;107
1744;"Já conheço a Rede de hoteis Ibis e por isso procurei me hospedar no hotel. Os funcionários da portaria e todos os serviços em geral nos atenderam muito bem . As acomodações são boas . Porém acho que no sanitário do quarto faltou uma duchinha isto daria um pouco mais de conforto. As demais coisas não temos nada a reclamar e recomendarei o Hotel a todos que forem viajar para Paris. A localização é ótima. Tenho costume de viajar bastante e fiquei encantada com Paris.";1;"serviço";114;121
1745;"Pessoal da Recepção, Gerência, Manutenção todos muito atenciosos e cordiais. Excelente apartamento família. Excelente localização, de fácil acesso a todos os pontos de Paris. Metrô e RER a 20 ou 50 metros do hotel. Para ir à EuroDisney RER direto sem baldeação. Les Halles tem muitos bistrôs, padarias, supermercados. Aquecimento eficiente (pegamos inverno de -3ºC). Recomendo. No entanto, façam suas reservas com antecedência, pois em cima da hora os valores aumentam significativamente.";1;"aquecimento";318;329
1746;"Hotel com ótimas acomodações, quarto espaçoso, banheiro amplo com um chuveiro maravilhoso.  Fiz algumas encomendas online para serem entregues no hotel e não tive problemas com isso.  Deixaram fazer check in antes do horário e check out so na hora do nosso vôo. Tudo mt bom, sem motivos de reclamação. Sem duvidas será a minha escolha quando retornar.";1;"quarto";30;36
1747;"A cidade é um sonho, tem de tudo a toda hora. Excelente hotel, com localização e atendimento privilegiados. Próximo a tudo,com metrô na porta. Custo muito bom em relação ao que oferecem. Ótima opção pra quem deseja curtir a cidade e dormir bem.  Room Tip: Escolher os quartos mais longe do elevador, pois evita ouvir as pessoas conversando enquanto aguarda...";1;"cidade";2;8
1748;"Gostei muito deste hotel pela localização, no coração de Nova York, na Times Square, próximo de vários restaurantes, lojas,teatros, metrô e etc...  Excelente para se hospedar com a família porque nos quartos há uma cozinha com geladeira, microondas e cafeteira.  A internet no quarto nos atendeu muito bem.";1;"localização";30;41
1749;"O Wynn é diferente. O Belaggio, Veneza, e o Aria são ótimos, mas o Wynnn e o Encore são demais. Os quartos são excelentes e grandes, o serviço é top e a comida muito boa. Existe ainda ótimas opções de shows e festas, principalmente as pools parties e a boate XS. Vale a pena ir com amigos ou em casal.";1;"quarto";99;105
1750;"Hotel com excelente localização, quartos confortáveis com ar condicionado e TV a cabo, próximo a shoppings, centros comerciais e lojas de departamento. Bom atendimento. Café da manha pouco variado. Restaurante a la carte com pratos deliciosos.";1;"localização";20;31
1751;"Hotel antigo mas conservado, bom quarto, limpo mas algo decadente...  Servico eficiente e profissional. Otima localizacao, com acesso facil ao metro (em frente). Nas costas do Museu do Louvre, ao lado do portao de Richilieu, infelizmente a vista nao correspondeu as expectativas... No geral muito bom, mas caro pelo que oferece... vale pelo conjunto e localizacao... Internet wireless gratuita. Sem estacionamento.";1;"estacionamento";399;413
1752;"Hotel muito confortável, antigo mas muito bem conservado. Ótimos quartos, roupa de cama impecável e café da manhã excelente. Ótima localização (com vista para a Torre Eiffel) e bem pertinho dela. Um dos melhores em que já me hospedei, principalmente se considerarmos as tarifas, bastante razoáveis quando comparadas a outras nem sempre tão adequadas.";1;"café da manhã";100;113
1753;"Excelente qualidade, boa localização com vista para a Torre Eiffel, bom atendimento com funcionarios simpaticos e educados na recepção falando varios idiomas, limpeza de primeira qualidade, café da manhã completo e farto, quartos aconchegantes e silenciosos.  Room Tip: Os apartamentos centrais são mais silenciosos.";1;"limpeza";159;166
1754;"Ótima localização. A 5 minutos do Arco do Triunfo a pé. Tamanho do quarto bem generoso. Só verifiquei 2 incomodos: O chuveiro fica aberto, o que pode deixar constrangido pessoas não tão intimas no quarto e o elevador, que não cabe mais do que 3 pessoas, mas como é um hotel pequeno, não é tão comprometedor. Café da manhã? Pra que? Tem 2 padarias ótimas exatamente na frente do hotel.";-1;"elevador";208;216
1755;"Proxima a Disney,quarto amplo com duas excelente camas,como fui com a minha filha de 01 ano,me arrumaram berço tb.....,café da manhã razoável e bom custo benefício....achei a mobília nova com tv plasma e excelentes canais de entretenimento...Hotel com piscina aquecida, enfim,por ser em cima da hora,acho que valeu a pena!!";1;"tv";192;194
1756;"Péssimo hotel, sem infra estrutura para cadeirante, o meu quarto tinha uma espuma de tapete, o ar condicionado do meu quarto e o da minha irmã nao funcionavam, nao dava tambem para abrir as janelas, com teia de aranha perto da cabeceira da cama, o room service foi péssimo, a comida veio de fora, com valor igual ao dos restaurantes de qualidade boa na França, pedi um vinho com salmão, nao veio talher, nao veio taça, a única coisa que salva e a localização!";-1;"hotel";8;13
1757;"O hotel nao fica localizado na strip (rua dos principais hotéis de vegas) mas o hotel tem ligação com um shopping que caminhando uns 5 minutos voce chega num ponto excelente da strip próximo aos principais hotéis (Paris, belagio ...)  Os quartos sao amplos e equipados com cozinha.. Maq lava louca, microondas, tv até mó banheiro.  Ótimo pra quem viaja com crianças. Recomendo.";1;"cozinha";273;280
1758;"Ficamos em um quarto quadruplo que tinha bastante mofo na parede. Não tem tv a cabo, é um hotel bem antigo. O café da manhã é bom, bem variado. A portaria do hotel é muito limpa, bonita e organizada, já o restante do hotel não acompanha este padrão. Se for apenas pra dormir quebra o galho em função do preço baixo. Não indico para hospedagem de famílias, principalmente com crianças pequenas em função da higiene dos quartos. Roupas de cama bem usadas. A porta do box do banheiro não fechava em função da privada que fica no caminho, ou seja, o banho tem que ser tomado com a porta do box entreaberta. A janela do banheiro não fecha totalmente, o que deve ser um grande problema em dias de muito frio.";1;"preço";303;308
1759;"Estive com minha filha em outubro neste hotel. A localização é excelente , local privilegiado para compras e para pontos agitados da cidade. Quartos grandes e confortáveis. Café da manhã um pouco caro mas com qualidade. Funcionarios atenciosos. Ficamos no 28º andar mas o acesso é feito muito rápido. Guardam as malas até a sua saída. Ótimo hotel. Recomendo.";1;"hotel";40;45
1760;"O hotel fica perto do ponto de metro e próximo ao aeroporto. Dá para ir de metro até lá, mas o hotel possui transfer gratuito, tanto para ida e para a chegada. Os quartos que ficam em frente a avenida Farrapos apresenta um pouco de barulho, mas nada que incomode, principalmente e noite. o quarto é bem simples, mas possui cama confortável. O banheiro é igualmente simples, mas limpo e funcionando.";0;"aeroporto";50;59
1761;"Hotel excelente! Suíte confortável, limpa, charmosa, staff educadíssimo, a janela do meu quarto dava para as piscinas do Caesar, localização privilegiada. Obviamente tudo no Bellagio custa um pouco mais caro, mas nas redondezas tem muitos lugares para comer e mercadinhos.   Vale a pena se hospedar ao menos uns 2 dias lá só para sentir o gostinho de ficar no Bellagio...;)";1;"quarto";89;95
1762;"Fiquei hospedada neste hotel com meu marido e achamos excelente. Apenas a desorganização do cafe da manha que incomodou um pouco em um domingo. Restaurante estava lotado e a reposição lenta. Tem tudo próximo ao hotel. Inclusive restaurante franceses, sem turistas e com atendente bem simpáticos, mesmo sem falarmos francês.";1;"turista";255;262
1763;"Tirando o cheiro dos carpetes do corredor , um bom hotel fica próximo do centro e suas acomodações são ótimas, se puder alugue um carro pois como o ar é muito seco e o hotel é muito grande demora uns 10 min ate o ponto de onibus e se vc sair duas x por dia já vai perde 40 min só pra ir ate o ponto de onibus sem contar a espera do onibus também";-1;"corredor";33;41
1764;"Uma amiga indicou o hotel e adorei. Recepção atenciosa, quarto sempre limpo e localização perfeita. Fica entre o Panthéon e o Jardin du Luxembourg. Dá para conhecer muita coisa a pé, mas se preferir tem várias paradas de ônibus bem próximas.     O quarto é pequeno mas pra quem não é espaçoso é bem tranquilo de ficar. Escolhi ficar em um quarto com chuveiro e posso dizer que o box é muito pequeno. Não tem frigobar no quarto.     Na minha opinião, a localização X preço compensa.";1;"localização";78;89
1765;"ESTE HOTEL NAO É 3 ESTRELAS E NEM SE PODE DIZER QUE TEM ELEVADOR, POIS O MESMO NAO PARA NO SEU ANDAR, FUNCIONA ASSIM: 2/3 OU 3/4, O ELEVADOR PARA NO MEIO ENTRE O 2° E O 3° E DEPOIS VOCE TEM QUE SUBRIR OU DESCER ESCADAS E ESTAS SÃO GRANDES..  HOTEL SEM ACESSIBILIDADE, IMPOSSIVEL PARA PESSOAS QUE NAO PODEM SUBIR ESCADAS OU QUE TENHAM MALAS .  NÃO RECOMENDO A NENHUM VIAJANTE..";-1;"elevador";56;64
1766;"Me Hospedei em Março de 2012, o hotel é bom, café da manhã bom, longe do centro de Paris mas de metro uns 15 minutos.Para quem nunca foi a Paris eu não recomendo, pois não é pratico a localização. O preço é bom, pouquissimos restaurante perto, ahh tem um Mac Donalds...internet free no quarto boa conexão ( o recepção disponibiliza senha pra acesso)..Quarto limpo não cheira mofo, banheiro simples mas bom, ponto negativo é o chuveiro, é aquelas duchas de mão que fixa na parede, nada pratico..";-1;"chuveiro";426;434
1767;"Hotel recém inaugurado, portanto tudo novinho em folha, atendimento cordial, apartamentos amplos,bom café da manhã e o melhor e mais dfícil de se encontrar atualmente no Brasil: preço justo. O ponto negativo, que pode ser positivo dependendo do ponto de vista, é a localização, próximo ao Shopping Total e a rodoviária. Ou seja, não é um lugar para passear a  pé, mas no Shopping Total tem praça de alimentação,que é útil já que o hotel não tem room service, com boas lanchonetes e alguns bons restaurantes. Não é tão distante da Calçada da Fama, que é um dos points da cidade. RECOMENDO e voltarei.";0;"cidade";570;576
